timestamp,current_health,health_state,current_degradation_rate,predicted_health,predicted_degradation_rate,predicted_critical_time,failure_probability,risk_level,predicted_rsul_hours,predicted_failure_time,rsul_confidence,dominant_degradation_factor,factor_contribution,recommendation,recommendation_priority,compatibility_mode
2026-09-15T15:23:49.334185,48.45,DEGRADING,0.0059,88.12,0.0327,2026-09-15T15:49:09.036110043,54.21,MEDIUM,0.422,2026-09-15T15:49:09.036110043,45.0,Queue pressure,51.2,Continue monitoring runtime degradation and schedule maintenance if the predicted RSUL continues to decrease.,MEDIUM,detailed
2026-09-15T15:23:49.353329,48.64,DEGRADING,0.0057,90.94,0.0,2026-09-15T15:50:28.311789780,53.94,MEDIUM,0.444,2026-09-15T15:50:28.311789780,45.0,Queue pressure,53.2,Continue monitoring runtime degradation and schedule maintenance if the predicted RSUL continues to decrease.,MEDIUM,detailed
2026-09-15T15:23:49.371270,48.16,DEGRADING,0.0056,88.91,0.0159,2026-09-15T15:50:04.131122787,54.02,MEDIUM,0.437,2026-09-15T15:50:04.131122787,45.0,Queue pressure,51.9,Continue monitoring runtime degradation and schedule maintenance if the predicted RSUL continues to decrease.,MEDIUM,detailed
2026-09-15T15:23:49.388269,48.58,DEGRADING,0.0055,90.47,0.0053,2026-09-15T15:50:28.143673359,53.94,MEDIUM,0.444,2026-09-15T15:50:28.143673359,45.0,Queue pressure,53.0,Continue monitoring runtime degradation and schedule maintenance if the predicted RSUL continues to decrease.,MEDIUM,detailed
2026-09-15T15:23:50.330430,48.45,DEGRADING,0.0053,89.37,0.0196,2026-09-15T15:50:05.981118305,54.02,MEDIUM,0.438,2026-09-15T15:50:05.981118305,45.0,Queue pressure,51.9,Continue monitoring runtime degradation and schedule maintenance if the predicted RSUL continues to decrease.,MEDIUM,detailed
2026-09-15T15:23:50.346774,48.64,DEGRADING,0.0052,91.96,0.0,2026-09-15T15:51:22.750226922,53.75,MEDIUM,0.459,2026-09-15T15:51:22.750226922,45.0,Queue pressure,53.8,Continue monitoring runtime degradation and schedule maintenance if the predicted RSUL continues to decrease.,MEDIUM,detailed
2026-09-15T15:23:50.364660,48.16,DEGRADING,0.0051,90.06,0.0041,2026-09-15T15:51:00.509181807,53.83,MEDIUM,0.453,2026-09-15T15:51:00.509181807,45.0,Queue pressure,52.5,Continue monitoring runtime degradation and schedule maintenance if the predicted RSUL continues to decrease.,MEDIUM,detailed
2026-09-15T15:23:50.383297,48.57,DEGRADING,0.005,91.5,0.0,2026-09-15T15:51:21.916426119,53.76,MEDIUM,0.459,2026-09-15T15:51:21.916426119,45.0,Queue pressure,53.6,Continue monitoring runtime degradation and schedule maintenance if the predicted RSUL continues to decrease.,MEDIUM,detailed
2026-09-15T15:23:51.329144,48.45,DEGRADING,0.0049,90.53,0.0073,2026-09-15T15:51:02.601640162,53.82,MEDIUM,0.453,2026-09-15T15:51:02.601640162,45.0,Queue pressure,52.5,Continue monitoring runtime degradation and schedule maintenance if the predicted RSUL continues to decrease.,MEDIUM,detailed
2026-09-15T15:23:51.346925,48.64,DEGRADING,0.0048,92.91,0.0,2026-09-15T15:52:17.282621138,53.57,MEDIUM,0.474,2026-09-15T15:52:17.282621138,45.0,Queue pressure,54.4,Continue monitoring runtime degradation and schedule maintenance if the predicted RSUL continues to decrease.,MEDIUM,detailed
2026-09-15T15:23:51.364497,48.41,DEGRADING,0.0047,91.49,0.0,2026-09-15T15:51:46.930422448,53.67,MEDIUM,0.465,2026-09-15T15:51:46.930422448,45.0,Queue pressure,53.1,Continue monitoring runtime degradation and schedule maintenance if the predicted RSUL continues to decrease.,MEDIUM,detailed
2026-09-15T15:23:51.382589,48.57,DEGRADING,0.0046,92.48,0.0,2026-09-15T15:52:16.122430021,53.57,MEDIUM,0.474,2026-09-15T15:52:16.122430021,45.0,Queue pressure,54.2,Continue monitoring runtime degradation and schedule maintenance if the predicted RSUL continues to decrease.,MEDIUM,detailed
2026-09-15T15:23:52.335270,48.45,DEGRADING,0.0045,91.57,0.0,2026-09-15T15:51:57.193046525,53.64,MEDIUM,0.468,2026-09-15T15:51:57.193046525,45.0,Queue pressure,53.1,Continue monitoring runtime degradation and schedule maintenance if the predicted RSUL continues to decrease.,MEDIUM,detailed
2026-09-15T15:23:52.352882,48.64,DEGRADING,0.0044,93.76,0.0,2026-09-15T15:53:09.161343223,53.4,MEDIUM,0.488,2026-09-15T15:53:09.161343223,45.0,Queue pressure,55.0,Continue monitoring runtime degradation and schedule maintenance if the predicted RSUL continues to decrease.,MEDIUM,detailed
2026-09-15T15:23:52.371060,48.16,DEGRADING,0.0043,92.09,0.0,2026-09-15T15:52:51.403310139,53.46,MEDIUM,0.483,2026-09-15T15:52:51.403310139,45.0,Queue pressure,53.7,Continue monitoring runtime degradation and schedule maintenance if the predicted RSUL continues to decrease.,MEDIUM,detailed
2026-09-15T15:23:52.387905,48.57,DEGRADING,0.0042,93.36,0.0,2026-09-15T15:53:08.009491452,53.4,MEDIUM,0.488,2026-09-15T15:53:08.009491452,45.0,Queue pressure,54.8,Continue monitoring runtime degradation and schedule maintenance if the predicted RSUL continues to decrease.,MEDIUM,detailed
